Diện tích,Số tầng,Đường vào,Pháp lý,Nội thất,Latitude,Longitude,Quan_Huyen,Phuong_Xa,Dien_Tich_Lo,hem_xe_hoi,gan_cho_sieu_thi,gan_truong_hoc,gan_benh_vien,gan_cong_vien_ho_nuoc,duong_vao_null_flag,Duong,Ty_Le_Giao_Thong,Ty_Le_Cong_Cong_CX,Ty_Le_Dat_O,Tổng số phòng,khoang_cach_trung_tam,Khoảng giá
98.0,2.0,10.0,2.0,1.0,10.651106550057,106.729875083998,8.13167257069548,10.586763250887005,,0,0,1,0,0,0,10.586763250887005,,,,4.0,14.238927975081603,1.7749523509116738
98.0,3.0,8.2,2.0,2.0,10.770980779046,106.690535674825,53.75818181811302,87.57837901678283,84.8,1,0,0,0,1,1,27.425343814713944,10.99056603773585,0.0,0.0,8.0,1.281870072761934,3.295836866004329
148.0,4.0,20.0,2.0,2.0,10.8056139441538,106.789840826945,19.05373796668013,23.448246427193133,,0,0,0,0,0,0,16.02554905086062,,,,10.0,10.237111252438911,3.1780538303479458
65.0,2.0,6.0,2.0,1.0,10.8121989931633,106.695168800538,18.827244701348747,20.454141463799196,1670.8,1,0,0,0,0,0,13.376417548688032,10.645798419918602,89.11958343308595,0.2334211156332295,4.0,4.076947032832079,2.3504224224082058
62.0,3.0,6.0,2.0,0.0,10.81854829568487,106.633166000247,19.38917355371904,15.922894100217071,935.4,1,1,0,0,0,0,15.240087232449415,64.554201411161,7.0215950395552715,28.427410733376103,9.0,8.80016671451085,2.186051276738094
75.0,4.0,10.0,1.0,0.0,10.8538296762585,106.651607315364,11.098013468192365,15.61262583785773,250.8,0,0,0,0,0,1,13.65374242007216,39.473684210526315,0.0,60.54226475279106,10.0,10.203758011000165,2.388762789235098
184.0,1.0,8.0,2.0,0.0,10.8560199194482,106.596870654405,15.203811516710664,13.484187703872946,1997.4,1,1,0,0,0,0,15.24679122214182,79.2870731951537,0.0,20.711424852308,4.0,14.448657877129616,2.104134154270207
88.0,3.0,7.7,2.0,0.0,10.778908803641,106.761401658122,38.64743434299875,37.87994066039128,,1,1,0,0,0,1,15.38545625285666,,,,6.0,6.594900493954397,2.128231705849268
208.0,7.0,18.4,2.0,0.0,10.8006191894654,106.732129930727,38.64743434299875,67.34407750317621,,0,0,0,0,0,1,29.190547001940672,,,,37.0,4.356834857609758,4.127134385045092
64.0,3.0,6.0,2.0,2.0,10.7985522024726,106.606603283537,10.737500000137535,8.14797889575701,148.4,0,1,1,0,0,0,13.629808842375322,0.0,0.0,100.0,8.0,10.622128207195797,1.9459101490553132
155.0,2.0,11.2,0.0,0.0,10.385859,106.91994,20.55867988096375,19.218373362280797,,0,0,0,1,0,1,19.567814035088464,,,,6.0,49.539301216809434,2.5649493574615367
100.0,4.0,12.0,2.0,2.0,10.8307073953836,106.705465765441,18.827244701348747,16.235786822236673,4489.4,1,1,1,0,1,0,18.82604943532088,77.58319597273578,0.0,22.416358533434313,9.0,6.101845665685545,2.6946271807700692
23.0,2.0,3.0,2.0,1.0,10.8422367550585,106.630538264633,8.826587031047127,13.172074499147165,208.3,1,0,1,0,1,1,12.463289942808204,37.42198751800288,0.0,62.57321171387422,4.0,10.66031381837581,1.4816045409242156
20.0,2.0,4.25,2.0,0.0,10.841877784493,106.676932875241,11.098013468192365,14.822692208439314,69.6,0,0,0,0,0,1,12.24568480724662,86.25,0.0,13.721264367816094,4.0,7.786338306098233,1.4586150226995167
74.0,4.0,12.0,2.0,0.0,10.7944504680533,106.681217853033,18.635920863560628,15.922894100217071,61.8,0,0,0,0,0,1,15.006030616695828,10.711974110032363,0.0,89.36893203883494,9.0,2.987560338893931,2.2823823856765264
181.0,2.0,6.0,2.0,1.0,10.851566741004,106.768860950108,15.481076923082806,12.984020803803071,,0,1,1,0,0,0,15.984812828029012,,,,16.0,11.197198731390102,2.388762789235098
54.0,2.0,3.0,2.0,0.0,10.7971930139604,106.672562818992,18.635920863560628,23.84569045566588,901.4,1,0,0,0,0,0,14.192516345734726,14.719325493676504,85.27956512092302,0.0,9.0,3.907660317609386,2.2082744135228043
72.0,2.0,15.4,2.0,0.0,10.7551390141814,106.628028948461,15.298885005321504,16.235786822236673,53.2,1,1,0,0,0,1,14.452805888550984,100.0,0.0,0.0,2.0,8.312342222138522,1.6486586255873816
95.0,5.0,20.0,2.0,0.0,10.8021957915132,106.777102757867,38.64743434299875,48.14671026164544,,0,0,0,0,0,0,26.390922694124676,,,,12.0,8.797917110941079,4.143134726391533
44.0,2.0,3.0,2.0,2.0,10.8159383491271,106.69520963293,18.827244701348747,16.92478578683119,736.3,0,1,1,1,1,1,13.376417548688032,93.2106478337634,0.0,6.787994024174929,5.0,4.487305396953088,2.052840859882657
48.0,4.0,10.0,2.0,1.0,10.7442359254799,106.733086132924,17.789285714287892,13.235496101166326,1131.6,0,0,0,0,0,0,14.985197635798666,35.18911276069282,0.0,64.8073524213503,8.0,4.968320125408023,2.4849066497880004
72.0,3.0,7.0,2.0,2.0,10.7945032530204,106.701352111995,18.827244701348747,15.922894100217071,3745.0,0,0,0,0,0,0,19.765923501006156,82.66355140186916,11.705740987983978,5.630707610146862,8.0,2.0576521490298414,2.740840023925201
42.0,2.0,3.0,2.0,2.0,10.812228764494,106.728607717956,15.481076923082806,30.953716068131776,,1,0,0,0,0,0,15.580528187354586,,,,4.0,5.025541195701296,2.186051276738094
100.0,4.0,13.25,2.0,2.0,10.753800866858,106.61053191611,10.737500000137535,19.33771441176799,,0,0,0,0,0,1,17.000421564836163,,,,9.0,10.196774352363487,2.9601050959108397
49.0,2.0,6.0,2.0,0.0,10.7590445842623,106.687633684656,53.75818181811302,30.106416814172956,2104.4,0,0,0,0,0,0,45.19676856067105,99.80326934042958,0.0,0.1967306595704238,4.0,2.3913330069299272,2.2512917986064953
97.0,3.0,6.0,2.0,2.0,10.8061580270926,106.605088901728,10.737500000137535,8.14797889575701,100.0,1,1,1,0,0,0,14.871608336682662,10.39,0.0,89.58,8.0,11.01026350133424,2.33214389523559
186.0,5.0,17.0,1.0,0.0,10.8937983957002,106.583293224149,15.203811516710664,12.590358342303553,3137.7,1,0,1,0,0,1,16.16980960388318,19.61118016381426,80.38818242661824,0.0,8.0,18.36046105798219,2.3513752571634776
72.0,2.0,24.4,0.0,0.0,10.7822490906267,106.609037942081,10.737500000137535,10.394745958733749,48.0,1,0,0,0,0,1,19.567814035088464,0.0,0.0,100.0,6.0,10.08018796968117,2.0014800002101243
120.0,3.0,25.0,2.0,0.0,10.7851248275803,106.668572194266,54.466025226590574,16.92478578683119,40.5,0,0,0,0,0,1,13.91218407896223,0.0,0.0,100.0,12.0,3.695123631450783,3.58351893845611
108.0,1.0,3.2,2.0,0.0,10.8092783157593,106.60890534772,14.870739305516691,16.856356137984616,80.0,0,0,0,0,0,1,14.49536163686982,9.2,0.0,90.7875,6.0,10.728585863232189,1.9740810260220096
159.0,5.0,24.2,2.0,0.0,10.7736552434629,106.767024295277,38.64743434299875,15.77537182602177,,0,0,0,0,0,1,20.18293300275866,,,,9.0,7.205925894123459,3.0204248861443626
41.0,3.0,12.0,2.0,0.0,10.739342422173,106.657221569221,9.678900518707806,15.14978969354972,1521.0,0,1,0,0,0,0,16.330334539838198,0.2695595003287311,99.72781065088758,0.0,6.0,6.292116023512144,2.388762789235098
99.0,1.0,3.0,2.0,2.0,10.6777010480098,106.64983894676,16.33892897114638,13.70173871357476,,0,0,1,0,0,0,12.219444790535624,,,,2.0,12.281552299346828,1.4701758451005928
111.0,4.0,5.0,2.0,2.0,10.8136193350281,106.689907196467,18.827244701348747,16.92478578683119,151.0,1,1,1,0,0,0,16.622030583543015,25.807947019867548,0.0,74.15894039735099,10.0,4.358073230749385,2.6390573296152584
57.0,2.0,8.0,2.0,1.0,10.7829756738271,106.624330622503,14.870739305516691,15.947519420410991,3600.0,0,1,1,0,0,0,15.085345584398311,97.17944444444444,0.0,2.8194444444444446,6.0,8.421531765331464,1.9600947840472696
228.0,10.0,21.0,2.0,2.0,10.7777759,106.628972,14.870739305516691,15.947519420410991,635.3,0,1,0,0,0,1,35.456476785137355,96.90225090508422,0.0,3.1024712734141353,157.0,7.881286515531336,4.330733340286331
49.0,4.0,4.0,2.0,1.0,10.7437372923449,106.683792100142,9.678900518707806,15.13057065447157,538.9,1,1,1,0,0,0,12.33080643933726,70.05938021896456,0.0,29.935052885507513,6.0,4.055193147189256,2.0918640616783932
38.0,5.0,4.0,2.0,1.0,10.8553142827302,106.655479306699,11.098013468192365,16.235786822236673,5096.6,0,0,0,0,0,0,12.24568480724662,61.23945375348271,1.2675116744496329,37.492642153592584,7.0,10.12955692077697,1.9387416595767009
65.0,4.0,5.15,0.0,1.0,10.8357771044964,106.66102958067,11.098013468192365,16.92478578683119,1174.2,0,1,1,0,0,1,9.704490498839132,93.27456991994548,0.0,0.0,7.0,7.958405873180613,2.1400661634962708
160.0,2.0,20.0,2.0,1.0,10.8119429321954,106.69211911902,18.827244701348747,16.92478578683119,654.3,0,0,0,0,0,0,27.352816121584368,10.751948647409446,0.0,89.2465230016812,5.0,4.115296649122636,3.1350593387750902
100.0,4.0,12.0,2.0,2.0,10.8306003883118,106.705538930793,18.827244701348747,16.235786822236673,4489.4,0,1,1,0,0,0,18.82604943532088,77.58319597273578,0.0,22.416358533434313,11.0,6.090614429428368,2.760009940032921
65.0,3.0,6.0,2.0,1.0,10.7508017373871,106.736000012855,17.789285714287892,15.384762008592112,8030.0,1,0,0,0,0,0,16.92110682805584,0.9478206724782068,0.0,0.0,8.0,4.731318339198291,2.1972245773362196
50.0,3.0,5.5,2.0,0.0,10.7379382410689,106.66277739786,9.678900518707806,15.14978969354972,190.2,0,0,0,0,0,1,14.620174048287872,14.52155625657203,85.45741324921136,0.0,8.0,5.952989066226997,1.9021075263969205
72.0,5.0,8.0,2.0,2.0,10.7919034157596,106.643535018314,19.38917355371904,15.61262583785773,2218.0,0,0,0,0,0,1,22.472271854320745,92.79440937781784,4.876014427412083,2.3318304779080252,9.0,6.531825450254922,3.210843653170937
85.0,1.0,6.0,2.0,1.0,10.6753289159532,106.698049552265,8.13167257069548,7.904941853280308,863.8,1,0,0,0,0,0,7.1378154551575275,0.0,0.0,100.0,2.0,11.199073698816669,1.6094379124341005
120.0,4.0,20.0,0.0,0.0,10.7157128480368,106.631840463303,9.678900518707806,15.287451678785835,444.7,0,1,1,1,0,1,16.678375937838855,18.293231391949625,0.0,81.7045199010569,12.0,10.108751105504655,2.2823823856765264
60.0,5.0,8.0,2.0,0.0,10.7923358712615,106.691636968814,53.75818181811302,34.078087611623104,73.4,0,0,0,0,0,1,29.532983479503898,0.0,0.0,99.97275204359671,11.0,2.0899752165684355,3.597312260588446
76.0,2.0,8.133333333333333,2.0,0.0,10.807536107651,106.678456946439,18.635920863560628,18.09242242658114,953.6,1,0,0,1,1,1,13.639300421824174,80.15834731543625,0.0,19.84689597315436,7.0,4.291114335339188,2.3561258599220753
36.0,6.0,7.4,2.0,1.0,10.7954822772031,106.69040136696,53.75818181811302,34.078087611623104,2751.2,0,0,0,0,0,1,25.212869458920288,66.36994765920326,11.92715905786566,21.702529805175928,9.0,2.461433345665455,2.760009940032921
256.0,4.0,14.2,0.0,0.0,10.8051553459084,106.673053053298,18.635920863560628,24.57074925894742,579606.9,0,0,0,0,0,1,19.567814035088464,13.500874471991276,85.7039676373763,0.1408420086096283,43.0,4.460417843360253,4.110873864173311
70.0,6.0,4.0,2.0,2.0,10.7512722525099,106.728796323154,17.789285714287892,14.156201430091995,249.9,0,0,0,0,0,0,8.354716452845052,11.956782713085232,0.0,88.0392156862745,17.0,4.088274674525507,2.2512917986064953
81.0,4.0,6.0,2.0,0.0,10.8193620608932,106.702848930544,18.827244701348747,16.235786822236673,72.2,1,1,1,1,0,0,13.47861107122788,37.89473684210526,0.0,62.119113573407205,9.0,4.825423894633667,2.3513752571634776
127.0,9.0,30.0,2.0,0.0,10.7693697020845,106.688246730473,53.75818181811302,70.44478399803819,5736.4,0,0,0,0,0,0,79.09482033073398,13.82452409176487,86.04473188759502,0.0,17.0,1.5858270004470678,4.30406509320417
71.0,3.0,8.0,2.0,2.0,10.7482369245428,106.715844045829,17.789285714287892,10.925483780294378,4368.0,1,0,0,0,0,1,17.005840922328282,94.49793956043956,0.5663919413919414,4.934752747252748,7.0,3.482008766677221,2.5241273629412815
63.0,2.0,4.0,2.0,0.0,10.8040357468203,106.696270989577,18.827244701348747,15.61262583785773,898.4,1,0,0,1,0,0,15.065608664342196,77.06812110418522,0.0,0.0,8.0,3.161741565919589,2.149433913499871
35.0,2.0,5.666666666666666,2.0,0.0,10.8417210624173,106.647495090852,11.098013468192365,23.84569045566588,889.3,0,1,1,0,0,1,16.09753635669316,0.0,0.0,99.99887552007198,4.0,9.363964487355892,1.589235205116581
91.0,1.0,5.0,2.0,1.0,10.8865593261462,106.633290491044,8.826587031047127,9.876587188250411,262.0,1,1,1,1,0,0,14.125465800776375,0.0,0.0,99.98854961832062,5.0,14.351952392942568,1.7047480922384253
54.0,2.0,4.0,2.0,1.0,10.7903166843798,106.708869811721,18.827244701348747,20.336156298203065,67.5,0,0,0,0,1,0,15.126397520175557,24.414814814814815,0.0,75.6148148148148,6.0,1.8040473293268091,2.066862759472976
65.0,4.0,5.0,2.0,0.0,10.7958477702876,106.640476554649,19.38917355371904,15.61262583785773,73.4,0,0,1,0,0,0,17.02742866184045,3.7602179836512257,0.0,96.18528610354224,8.0,6.980017787074482,2.5257286443082556
53.0,5.0,5.0,2.0,2.0,10.7995669350669,106.641188274475,19.38917355371904,15.61262583785773,829.6,0,0,0,0,0,0,15.596172217255614,81.11017357762776,0.0,18.886210221793636,10.0,7.049325255780311,2.388762789235098
100.0,1.0,10.5,2.0,0.0,10.7845389183885,106.778689804875,15.481076923082806,24.26240878082667,,1,1,1,0,0,1,35.90278133606085,,,,3.0,8.528349604323447,2.186051276738094
174.0,2.0,12.0,2.0,1.0,10.8083806729131,106.688225054395,19.38917355371904,16.235786822236673,1199.9,0,0,0,0,0,0,25.718778500534484,95.86632219351613,0.0,4.134511209267439,14.0,3.865459751557185,3.250374491927572
208.0,2.0,7.0,2.0,0.0,10.8160961918039,106.811904478428,19.05373796668013,9.21950487953404,,0,0,0,0,0,0,22.19646787351887,,,,4.0,12.897920726423436,2.3513752571634776
143.0,2.0,20.0,2.0,1.0,10.7546302266042,106.638287012637,15.05787481873062,18.832267611843733,2625.4,0,1,1,1,0,0,18.40784785066843,98.5651710215586,0.4159366191818389,1.0185114649196312,7.0,7.2613641642204625,3.5553480614894135
53.0,3.0,6.0,2.0,0.0,10.772360022471,106.684432692155,54.466025226590574,15.14978969354972,40.5,0,0,0,0,0,1,45.940547342816785,0.0,0.0,0.0,7.0,1.8650959534508724,2.3978952727983707
28.0,2.0,5.0,2.0,2.0,10.8939324079833,106.603888785686,15.203811516710664,12.094331354530825,,1,1,1,0,0,0,13.320491990681589,,,,4.0,16.872391590442582,1.2237754316221157
38.0,4.0,5.0,2.0,2.0,10.7938780332384,106.662401220325,19.38917355371904,15.13057065447157,750.6,0,0,0,0,0,0,15.35554841468054,96.91313615774048,0.0,3.086863842259526,8.0,4.671220938374459,2.2300144001592104
34.0,3.0,10.0,2.0,2.0,10.7617518132311,106.692265560268,53.75818181811302,39.64421270475851,280.0,0,0,0,0,0,0,30.375577129999172,65.08928571428572,0.0,34.9,7.0,1.8551011835837563,2.954910279033736
100.0,3.0,20.0,2.0,1.0,10.7432314181326,106.611142180326,10.737500000137535,19.33771441176799,14454.7,0,1,1,0,1,0,22.79146321202772,0.5466042186970328,0.0,0.0,9.0,10.480761121320713,3.295836866004329
60.0,4.0,8.0,2.0,2.0,10.8656445639018,106.670407417799,8.826587031047127,8.620583204738967,3567.7,0,0,0,0,0,0,12.477644198371522,44.75908848838187,28.11531238613112,27.12531883286151,9.0,10.51658290580887,2.0135687975291283
124.0,5.0,14.1,2.0,0.0,10.7903759534208,106.692444188507,53.75818181811302,34.078087611623104,59.0,0,0,0,0,0,1,29.858974972234577,10.796610169491526,0.0,89.25423728813558,6.0,1.8572166484714585,3.9318256327243257
36.0,2.0,5.0,2.0,1.0,10.8559351058542,106.619090789485,8.826587031047127,11.406557156906402,,0,0,0,0,0,0,19.567814035088464,,,,4.0,12.618686976275004,1.4350845252893227
48.0,1.0,8.366666666666665,2.0,0.0,10.7743450098558,106.697630011815,53.75818181811302,87.57837901678283,3438.2,0,0,0,0,0,1,37.98493433634561,82.24943284276657,0.0,0.0,7.0,0.4213532862861631,2.803360380906535
420.0,3.0,30.0,2.0,0.0,10.7809271501472,106.761917443202,38.64743434299875,15.77537182602177,,0,0,0,0,0,0,23.489539873883466,,,,12.0,6.665836293176527,4.48863636973214
65.0,2.0,6.0,2.0,2.0,10.7402944858646,106.736068019666,17.789285714287892,8.631667515460695,162.0,1,1,1,0,0,0,8.759638270139284,52.69135802469136,0.0,47.27777777777778,4.0,5.509527353635781,2.0515563381903004
180.0,7.0,23.7,2.0,2.0,10.8440099563781,106.710040839865,15.481076923082806,17.745664748897063,,1,0,0,0,0,1,27.64049488997163,,,,14.0,7.625151737479587,3.828641396489095
55.0,2.0,7.0,2.0,2.0,10.8052810921129,106.682338953751,18.635920863560628,15.14978969354972,94.6,1,1,1,1,1,0,11.471099772673012,39.45031712473573,0.0,60.5708245243129,6.0,3.8471224427344537,2.3513752571634776
164.0,5.0,16.0,1.0,0.0,10.7366859380014,106.671511045931,9.678900518707806,15.14978969354972,58.6,0,0,0,0,0,0,18.76935834230355,83.58361774744026,0.0,16.43344709897611,23.0,5.436745347020152,3.49620448524049
56.0,3.0,8.7,2.0,0.0,10.7863067863389,106.690213037456,54.466025226590574,107.34764903250246,273.5,0,0,0,0,0,1,34.869605712477124,24.950639853747713,75.06398537477148,0.0,9.0,1.651566546171425,2.631888840136646
52.0,4.0,7.15,2.0,2.0,10.783443530526,106.765596929916,38.64743434299875,23.397947453576915,,1,0,0,1,0,1,19.567814035088464,,,,7.0,7.093627862508861,2.150598735996164
76.0,4.0,8.0,2.0,0.0,10.8648936314362,106.63400583575,8.826587031047127,8.18330956384882,,1,0,0,1,0,0,15.197751530790253,,,,8.0,12.30453719712162,1.8562979903656265
75.0,4.0,7.0,2.0,2.0,10.6972044761898,106.740397074378,8.13167257069548,7.42361482511043,4236.8,0,1,1,0,0,0,14.285358342303551,16.80395581570997,39.1939671450151,44.00136895770392,8.0,9.756935016607503,2.2192034840549946
77.0,1.0,2.0,2.0,1.0,10.7195521576749,106.738389059901,17.789285714287892,8.631667515460695,1211.7,0,0,0,0,0,0,8.354716452845052,0.0,0.0,100.0,6.0,7.482746296940163,1.8562979903656265
75.0,3.0,3.0,2.0,0.0,10.7911327444072,106.661878132165,19.38917355371904,15.14978969354972,750.6,0,0,0,0,0,0,15.35554841468054,99.77351452171597,0.0,0.2278177458033573,6.0,4.60285596614354,2.2082744135228043
33.0,3.0,4.0,2.0,2.0,10.8157263932752,106.695145728855,18.827244701348747,16.92478578683119,105.4,1,1,1,0,0,0,13.376417548688032,99.79127134724858,0.0,0.1897533206831119,6.0,4.46499317051393,2.0731719286662407
65.0,5.0,15.0,2.0,2.0,10.7959193916376,106.671083537174,18.635920863560628,14.561476341810373,2443.8,0,1,1,1,0,0,16.714507886233676,91.35772158114412,0.2025534004419346,8.44095261478026,10.0,3.9567525995881256,2.995732273553991
72.0,3.0,3.0,2.0,2.0,10.7316751830777,106.745225668891,17.789285714287892,8.631667515460695,1059.1,1,0,0,0,0,0,8.354716452845052,96.51307714096876,3.484090265319611,0.0,6.0,6.8940630729139265,2.281361456542419
213.0,3.0,18.8,2.0,0.0,10.788095603701,106.67687773787,54.466025226590574,15.61262583785773,35.4,1,0,0,0,0,1,24.94667244603828,0.0,0.0,99.97175141242938,10.0,2.9680684413058382,3.218875824868201
93.0,2.0,6.0,2.0,2.0,10.8283744046595,106.639059986919,19.38917355371904,15.922894100217071,498.0,1,1,0,0,0,0,15.32842602812998,3.2670682730923697,0.0,96.72690763052208,6.0,8.93501104577214,2.2407096892759584
129.0,3.0,6.0,2.0,2.0,10.6752725475049,106.698429932432,8.13167257069548,7.904941853280308,3518.6,1,0,0,0,0,0,7.1378154551575275,12.068152105951231,0.0,87.93184789404876,8.0,11.204179815670564,1.9459101490553132
96.0,5.0,12.0,2.0,2.0,10.8256286360689,106.634531076998,19.38917355371904,15.922894100217071,860.5,1,0,0,0,0,0,16.633787989891232,7.874491574665893,0.0,92.12202208018594,10.0,9.128016203281089,2.772588722239781
106.0,5.0,15.15,2.0,0.0,10.8031083961953,106.716090017117,18.827244701348747,23.999312450524993,86.0,0,0,0,0,0,1,23.074086562585137,1.162790697674419,0.0,98.84883720930232,11.0,3.430307065856963,3.258096538021482
77.0,5.0,12.0,2.0,1.0,10.8078041894961,106.702948764126,18.827244701348747,20.454141463799196,1193.6,1,0,0,0,0,0,13.31094578383581,85.56216487935657,0.436494638069705,14.003853887399464,10.0,3.5422252873401776,2.772588722239781
100.0,4.0,7.0,2.0,0.0,10.825794444784,106.723103537347,15.481076923082806,14.38454090192419,,1,0,0,0,0,0,37.11647312679568,,,,9.0,6.035990022666196,2.631888840136646
83.0,4.0,8.0,2.0,2.0,10.6783930277897,106.753586645453,8.13167257069548,9.563397308385287,8606.4,0,0,0,0,0,0,8.354716452845052,89.89531046662948,0.0,0.0,9.0,12.275096577529665,2.322387720290225
110.0,5.0,8.0,2.0,2.0,10.7039745983788,106.631072970329,9.678900518707806,15.287451678785835,2854.7,1,0,0,0,0,0,13.541847590976666,34.808561319928536,0.0,0.0,10.0,11.075566161208684,2.2823823856765264
60.0,3.0,4.0,2.0,2.0,10.7979628108693,106.710887064904,18.827244701348747,15.62195460561182,3299.9,1,0,0,0,0,0,20.237480453892054,99.48059032091882,0.3063729203915269,0.2139458771477923,13.0,2.6658887301178886,2.2512917986064953
74.0,1.0,5.0,2.0,0.0,10.9025251845016,106.55260907606,15.203811516710664,12.590358342303553,20526.7,1,0,0,0,0,0,19.567814035088464,4.337716242747251,95.6620888891054,0.0,3.0,21.4690873599902,1.547562508716013
60.0,3.0,6.0,2.0,2.0,10.7957896177058,106.706763879864,18.827244701348747,14.822692208439314,100.7,1,0,0,0,0,0,31.214296241242703,12.919563058589867,0.0,87.04071499503476,10.0,2.2858200197673977,2.4150205223238337
101.0,3.0,6.0,2.0,1.0,10.8057748355091,106.605093295656,10.737500000137535,8.14797889575701,1603.5,1,1,1,0,0,0,14.985197635798666,30.215777985656377,0.0,69.78609292173373,7.0,10.996909586874448,2.4423470353692043
572.0,2.0,10.2,0.0,0.0,10.8165612806043,106.684258351511,11.098013468192365,15.13057065447157,4557.1,0,0,0,0,0,1,19.771552740658063,61.614623335015686,0.0,0.0,12.0,4.8709295646541,4.634728988229636
53.0,4.0,5.0,2.0,0.0,10.8424066651469,106.642782480388,11.098013468192365,15.61262583785773,4018.4,0,0,0,1,0,1,9.704490498839132,82.11253235118456,0.0,17.887965359347003,9.0,9.7517151458525,2.151762203259462
52.0,5.0,4.0,2.0,1.0,10.7601894270013,106.707231402267,19.389755524315007,16.235786822236673,1625.4,0,0,0,0,0,0,13.825358342303552,72.47200689061154,3.0607850375292234,24.467208071859233,10.0,1.8813183073854705,1.9740810260220096
95.0,2.0,8.0,2.0,1.0,10.7898575380314,106.589661584153,10.737500000137535,12.045794946779338,2461.1,0,0,0,0,0,0,14.069804153681478,33.0262890577384,0.0,66.97371094226159,12.0,12.26973246080602,1.824549292051046
51.0,3.0,6.7,2.0,1.0,10.7380304305442,106.662572389856,9.678900518707806,15.14978969354972,132.9,1,0,0,0,0,1,14.620174048287872,10.902934537246049,0.0,89.11211437170805,5.0,5.961494863913841,1.9021075263969205
56.0,3.0,12.0,2.0,0.0,10.72685404061272,106.66797121894751,16.33892897114638,20.11757322504773,46712.0,0,0,0,0,0,0,22.891154767607695,100.0,0.0,0.0,8.0,6.55451173629006,2.0347056478384444
31.0,3.0,19.8,2.0,0.0,10.7987497863509,106.682026799922,18.635920863560628,18.832267611843733,328.4,0,0,0,0,0,1,16.312798218392956,19.190012180267967,80.81912302070647,0.0,10.0,3.2771316793142753,2.2300144001592104
52.0,4.0,5.0,2.0,2.0,10.8078380778158,106.703494052527,18.827244701348747,13.989509170186878,1266.2,1,0,0,0,0,0,13.31094578383581,4.797820249565629,94.34449534038856,0.8576844100458062,8.0,3.5498773374458845,2.1972245773362196
100.0,2.0,6.0,2.0,0.0,10.8071209348185,106.623907104496,14.870739305516691,10.41623787774266,305.3,1,1,0,0,0,0,20.282795143133217,21.614805109728135,0.0,78.38191942351786,9.0,9.114156827457178,2.128231705849268
240.0,1.0,14.0,2.0,0.0,10.8306177317765,106.705301896777,18.827244701348747,16.235786822236673,6964.9,0,0,0,0,0,0,18.82604943532088,23.7088831138997,0.0,76.29068615486224,10.0,6.0905312045427,3.4339872044851463
78.0,4.0,8.0,2.0,2.0,10.6927386708749,106.740732378908,8.13167257069548,7.42361482511043,408.7,0,0,0,0,0,0,8.354716452845052,56.650354783459754,0.0,43.3594323464644,9.0,10.220673035910249,2.2192034840549946
210.0,7.0,13.2,0.0,0.0,10.8082603281337,106.732811438541,38.64743434299875,67.34407750317621,,0,0,0,0,0,1,33.57035834230355,,,,45.0,4.986551312869244,3.688879454113936
171.0,6.0,26.0,0.0,0.0,10.385303700155749,106.91976396414516,20.55867988096375,19.218373362280797,,0,0,0,0,0,0,19.567814035088464,,,,31.0,49.58411439973824,2.8903717578961645
63.0,3.0,12.0,2.0,0.0,10.8181878502582,106.692898232674,18.827244701348747,16.92478578683119,39.1,0,0,1,0,1,0,42.40035834230355,61.53452685421994,0.0,38.54219948849105,6.0,4.775848657855147,2.5572273113676265
100.0,3.0,15.333333333333332,0.0,0.0,10.7983510445006,106.738778220784,38.64743434299875,48.14671026164544,,0,0,0,0,0,1,25.90030218631736,,,,10.0,4.807799186951309,3.5263605246161616
54.0,1.0,6.0,2.0,0.0,10.839161017522812,106.7838972620666,19.05373796668013,16.158217253074667,,1,0,0,0,0,1,14.072472078351389,,,,4.0,11.450195344788206,1.7578579175523736
78.0,4.0,7.76,2.0,0.0,10.8418426677613,106.676348858432,11.098013468192365,14.822692208439314,156.3,1,0,0,0,0,1,20.43730484714996,53.09021113243762,0.0,46.88419705694177,8.0,7.804529891836972,2.3841650799864684
60.0,3.0,7.0,2.0,0.0,10.7886693818387,106.661446720879,19.38917355371904,15.14978969354972,65.8,0,0,0,1,1,0,13.91218407896223,43.26747720364742,0.0,56.76291793313071,6.0,4.554738814556237,2.340843805111136
50.0,3.0,5.0,2.0,0.0,10.8783819006971,106.774986557572,15.481076923082806,9.002440305539174,,1,1,0,0,0,0,10.480779708121418,,,,8.0,13.954248968522728,1.8389610707123492
195.0,2.0,7.1,2.0,0.0,10.9031313051969,106.635608240155,15.203811516710664,13.150358342303551,,0,0,0,0,0,1,14.363904074389216,,,,18.0,15.842777853464684,1.791759469228055
52.0,4.0,5.0,2.0,2.0,10.8482341835395,106.647990949798,11.098013468192365,15.61262583785773,6457.2,1,0,1,0,0,0,8.67950288495155,4.486154989778852,0.0,3.342005822957319,7.0,9.907644652719783,2.0215475632609334
68.0,3.0,8.0,2.0,1.0,10.8147839837264,106.632541955312,19.38917355371904,15.922894100217071,1044.9,0,0,0,0,0,0,15.596172217255614,33.269212364819595,0.0,66.72983060579959,8.0,8.641433672894644,1.9459101490553132
367.0,6.0,28.1,2.0,1.0,10.8041362085332,106.617776065086,14.870739305516691,16.856356137984616,885.0,0,1,1,1,1,1,21.335937863513983,0.711864406779661,99.28474576271184,0.0,13.0,9.624105817103588,3.1458749319837103
